Case#,Date/Time Reported,Incident Type,Location,Date/Time Occurred,Disposition
2022852 2,8/21/22,Underage Possession of Alcohol,185 Kent St (CID Building),8/21/22,Inactive: Referred: by Student Conduct
2022880 6,8/26/22,Underage Possession of Alcohol,720 Washington St SW (West AJ),8/26/22,Inactive: Referred: by Student Conduct
2022-00 014880,9/12/22,Vandalism/destruction of Property,185 Ag Quad Ln (Smyth Hall),09/10/2022- 9/12/22 00:00,Inactive
2022-00 014897,9/12/22,Vandalism/destruction of Property,155 Otey St (Donaldson- Brown Hall),09/09/2022- 9/11/22 17:00,Active
2022-00 014900,9/12/22,"Larceny, all Other",553 Washington St SW (Tennis Courts),9/12/22 8:43,Inactive
2022-00 014910,9/12/22,"Larceny, all Other",185 Beamer Way (Lane Stadium),09/10/2022- 9/12/22 23:30,Unfounded
2022-00 014913,9/12/22,"Larceny, all Other",553 Washington St SW (Tennis Courts),9/12/22 8:00,Inactive/duplicate report
2022-00 014927,9/12/22,Vandalism/destruction of Property,Otey St Parking Lot,9/12/22 14:30,Inactive
2022-00 014972,9/13/22,Underage Possession of Alcohol/Public Intoxication,201 Ag Quad Ln (Slusher Tower),9/13/22 3:39,Inactive: Referred to Student Conduct
,,,,,
2022-00,9/13/22,Vandalism/destruction of Property,212 Turner St NW (North End,9/13/22 12:17,Inactive
015005 2022-00,9/13/22,Fake ID,Center Garage) VT Grounds,9/13/22 13:30,Inactive: Referred to
015009 2022-00,9/13/22,"Larceny, theft from Building",630 Washington St SW,09/12/2022- 01:00,Student Conduct Inactive
015040 2022-00,9/14/22,Driving Under the Influence of Alcohol,(Pritchard Hall) Draper Rd NW,9/13/22 9/14/22 16,CBA
015041 2022-00,9/14/22,"Larceny, all Other",185 Kent St (outside CID,9/10/22 2:25,Inactive
015060 2022834,8/17/22,Underage Possession of Alcohol,Building) 770 Washington St (Cochrane,8/16/22,Inactive: Referred: by
2 2022899,8/31/22,Underage Possession of Alcohol,Hall) 410 Washington St SW (Miles,8/31/22,Student Conduct Inactive: Referred: by
2 2022909,9/3/22,"Underage Possession of Alcohol/Larceny,theft",Hall) 630 Washington St SW,9/2/22,Student Conduct Inactive: Referred: by
2 2022-00,9/15/22,from Building Vandalism/destruction of Property,(Pritchard Hall) 258 Plantation Rd NW,08/15/2022- 00:00,Student Conduct Inactive
015174 2022-00,9/15/22,Underage Possession of Alcohol X 2,Stadium Woods,9/15/22 9/15/22 22:47,Inactive: Referred to
015208 2022879,8/27/22,Underage Possession of Alcohol,260 Alumni Mall (Pearson Hall,8/27/22,Student Conduct Inactive: Referred: by
1 2022769,5/9/22,Underage Possession of Alcohol,East) 410 Drillfield Dr (West,5/9/22,Student Conduct Inactive: Referred: by
2 2022834,8/17/22,Underage Possession of Alcohol,Eggleston) 770 Washington St (Cochrane,8/16/22,Student Conduct Inactive: Referred: by
2 2022908,9/4/22,Vandalism/destruction of Property,Hall) Campus Grounds,9/4/22,Student Conduct Inactive: Referred: by
6 2022-00,9/16/22,Computer Fraud,1327 Perry St,09/07/2022- 11:09,Student Conduct Active
15268,,,,9/9/22,
,,,,,
2022-00 015270,9/16/22,"Larceny, theft from Building",770 Washington St (Cochrane Hall),09/15/2022- 9/16/22 23:00,Inactive
2022-00 015273,9/16/22,Vandalism/destruction of Property,821 Southgate Dr (Marching ns Practice Facility),09/08/2022- 9/15/22 15:00,Inactive
2022-00 015281,9/16/22,Vandalism/destruction of Property,440 Drillfield Dr (Main Eggleston Hall),08/26/2022- 8/27/22 18:00,Inactive
2022-00 014901,9/16/22,Simple Assault,185 Beamer Way (Lane Stadium),9/10/22 20:00,Inactive
2022-00 015292,9/16/22,Underage Possession of Alcohol X  5,201 Ag Quad Ln (Slusher Hal),9/16/22 21:47,Inactive: Referred to Student Conduct
2022-00 015300,9/16/22,Underage Possession of Alcohol X  2,570 Washington St SW (Hoge Hall),9/16/22 23:45,Inactive: Referred to Student Conduct
2022-00 015311,9/17/22,Underage Possession of Alcohol/Public Intoxication/Public Urination X 2,101 Draper Rd NW (near Media Bldg),9/17/22 1:09,Inactive: Referred to Student Conduct
2022-00 015313,9/17/22,Simple Assault,570  Washington St SW (Hoge Hall),9/17/22 1:29,CBA
2022-00 015319,9/17/22,Public Intoxication,Smithfield Rd/Duckpond Dr,9/17/22 3:11,CBA
2022-00 015337,9/17/22,Public Intoxication/Underage Possession of Alcohol,185 Beamer Way (Lane Stadium),9/17/22 11:40,CBA
2022-00 015346,9/17/22,Public Intoxication,185 Beamer Way (Lane Stadium),9/17/22 13:12,CBA
2022-00 015348,9/17/22,Public Intoxication,185 Beamer Way (Lane Stadium),9/17/22 13:32,CBA
2022-00 015359,9/17/22,"Larceny, theft from Building",530 Washinton St SW (O'Shaughnessy),09/16/2022- 9/17/00 21:00,Inactive
2022-00 015363,9/17/22,Vandalism/destruction of Property,530 Washinton St SW (O'Shaughnessy),9/17/22 0:00,Inactive
2022-00 015365,9/17/22,Underage Possession of Alcohol,240 Kent St (Whitehurst Hall),9/17/22 19:26,Inactive: Referred to Student Conduct
,,,,,
2022-00,9/17/22,Underage Possession of Alcohol X  2,630 Washington St SW,9/17/22 20:44,Inactive: Referred to
015372 2022-00,9/17/22,Underage Possession of Alcohol X  4,(Pritchard Hall) 201 Ag Quad Ln (Slusher,9/17/22 21:15,Student Conduct Inactive: Referred to
015377 2022-00,9/17/22,Underage Possession of Alcohol X  2,Hall) 201 Ag Quad Ln (Slusher,9/17/22 21:46,Student Conduct Inactive: Referred to
015378 2022-00,9/17/22,Underage Possession of Alcohol,Hall) 530 Washington St SW,9/17/22 23:03,Student Conduct Inactive: Referred to
015387 2022-00,9/17/22,Public Intoxication/Fake ID,(O'Shaughnessy) 705 West Campus Dr (Log,09/17/2022- 23:41,Student Conduct CBA
015394 2022-00,9/18/22,Vandalism/destruction of Property,House at Duckpond) 610 Washington St SW,9/18/22 9/18/22 00:45,Inactive
015402 2022-00,9/18/22,Underage Possession of Alcohol,(Peddrew-Yates Hall) 720 Washington St SW,9/18/22 1:42,Inactive: Referred to
015407 2022-00,9/18/22,Underage Possession of Alcohol/Failure to,(West AJ) 630 Washington St SW,9/18/22 3:01,Student Conduct Inactive: Referred to
015416 2022-00,9/18/22,Comply X 2 Public Intoxication,(Pritchard Hall) 135 College Ave (outside,9/18/22 4:49,Student Conduct CBA
015421 2022-00,9/18/22,Harassment,Lyric Theater) 635 Prices Fork Rd (near,08/24/2022- 14:17,Inactive: Referred to
015435 2022-00,9/19/22,"Larceny, all Other",Goodwin Hall) Kent St / Wall St,9/18/22 9/18/22 01:55,Title IX Inactive
015457 2022-00,9/19/22,Vandalism/destruction of Property,201 Ag Quad Ln (Slusher,09/16/2022- 13:30,Active
015544 2022940,9/10/22,Underage Possession of Alcohol,Hall) 570 Washington St SW (Hoge,9/17/22 9/10/22,Inactive: Referred: by
3 2022-00,9/20/22,Simple Assault,Hall) 530 Washington St SW,9/20/22 11:58,Student Conduct CBA
015634 2022-00,9/20/22,Fraud,(O'Shaughnessy) 570 Washington St SW (Hoge,09/07/2022- 11:02,Active
15636,,,Hall),9/19/22,
,,,,,
2022-00 015673,9/20/22,Driving Under the Influence,217 College Ave (in front of Tots)),9/20/22 23:36,Assisted BPD w/CBA
2022-00 015687,9/21/22,Vandalism/destruction of Property,201 Ag Quad Ln (Slusher Hall),09/16/2022- 9/17/22 19:00,Inactive
2022-00 015741,9/21/22,Hit and Run/Pedestrian,900 West Campus Dr (Derring parking lot),9/21/22 20:33,Inactive
2022-00 015757,9/22/22,Fake ID,W Roanoke St/Otey St (Squires Lot),9/22/22 1:59,CBA
2022-00 015760,9/22/22,Driving Under the Influence of Alcohol,630 Washington St SW,9/22/22 2:49,CBA
2022-00 015782,9/22/22,Vandalism/destruction of Property,946 Southgate Dr,9/22/22 9:41,Inactive
2022-00 015799,9/22/22,Public Intoxication,620 Drillfield Dr (near Torgerson),9/22/22 17:16,Inactive: Referred to Student Conduct
2022-00 015808,9/22/22,Public Intoxication/Underage Possession of Alcohol/Fake ID,185 Beamer Way (Lane Stadium),9/22/22 18:26,CBA
2022-00 015809,9/22/22,Public Intoxication,185 Beamer Way (Lane Stadium),9/22/22 18:25,CBA
2022-00 015813,9/22/22,Public Intoxication,185 Beamer Way (Lane Stadium),9/22/22 18:26,CBA
2022-00 015814,9/22/22,Public Intoxication/Underage Possession of Alcohol,185 Beamer Way (Lane Stadium),9/22/22 18:32,CBA
2022-00 015818,9/22/22,Public Intoxication/Trespassing,185 Beamer Way (Lane Stadium),9/22/22 18:46,CBA
2022-00 015820,9/22/22,Public Intoxication/Trespassing,185 Beamer Way (Lane Stadium),9/22/22 18:53,CBA
2022-00 015823,9/22/22,Underage Possession of Alcohol,185 Beamer Way (Lane Stadium),9/22/22 17:50,Inactive: Referred to Student Conduct
2022-00 015824,9/22/22,Public Intoxication,185 Beamer Way (Lane Stadium),9/22/22 19:05,CBA
,,,,,
2022-00,9/22/22,Underage Possession of Alcohol,185 Beamer Way (Lane,9/22/22 17:50,Inactive: Referred to
015828 2022-00,9/22/22,Public Intoxication/Underage Possession of,Stadium) 185 Beamer Way (Lane,9/22/22 18:00,Student Conduct Inactive: Referred to
015830 2022-00,9/22/22,Alcohol Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 19:25,Student Conduct CBA
015831 2022-00,9/22/22,Public Intoxication/Fake ID,Stadium) 185 Beamer Way (Lane,9/22/22 19:25,CBA
015832 2022-00,9/22/22,Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 19:45,CBA
015836 2022-00,9/22/22,Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 20:08,CBA
015841 2022-00,9/22/22,Vandalism/destruction of Property,Stadium) 185 Beamer Way (Lane,9/22/22 20:40,Inactive: Referred to
015849 2022-00,9/22/22,Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 20:50,Student Conduct CBA
015851 2022-00,9/22/22,Vandalism/destruction of Property,Stadium) 185 Beamer Way (Lane,9/22/22 20:54,Inactive: Referred to
015853 2022-00,9/22/22,Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 21:13,Student Conduct CBA
015855 2022-00,9/22/22,Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 21:50,CBA
015864 2022-00,9/22/22,Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 22:04,CBA
015870 2022-00,9/22/22,Public Intoxication,Stadium) 185 Beamer Way (Lane,9/22/22 22:06,CBA
015871 2022-00,9/22/22,Simple Assault,Stadium) 217 College Ave (outside,9/22/22 22:43,Assisted BPD w/CBA
015880 2022-00,9/22/22,Public Intoxication,TOTS) 185 Beamer Way (Lane,9/22/22 22:47,CBA
15881,,,Stadium),,
,,,,,
2022-00 015884,9/22/22,Public Intoxication/Resisting Arrest,185 Beamer Way (Lane Stadium),9/22/22 22:46,CBA
2022-00 015886,9/22/22,Vandalism/destruction of Property,630 Washington St SW (Pritchard Hall),9/22/22 17:00,Inactive
2022-00 015887,9/22/22,Public Intoxication,185 Beamer Way (Lane Stadium),9/22/22 22:55,CBA
2022-00 015891,9/22/22,Vandalism/destruction of Property,185 Kent St (CID Building),9/22/22 19:00,Unfounded
2022-00 015904,9/23/22,Public Intoxication,1330 Perry St (Perry St Parking Garage),9/23/22 0:58,CBA
2022-00 015908,9/23/22,Vandalism/destruction of Property,630 Washington St SW (Pritchard Hall),9/23/22 1:23,Inactive
2022-00 015914,9/23/22,Public Intoxication,290 College Ave (Media Bldg Lot),9/23/22 2:47,CBA
2022-00 015914,9/23/22,Public Intoxication/Underage Possession of Alcohol/Fake ID,290 College Ave (Media Bldg Lot),9/23/22 2:47,CBA
2022-00 015915,9/23/22,Public Intoxication,490 West Campus Dr (near Saunders Hall),9/23/22 2:50,CBA
2022-00 015959,9/23/22,"Larceny, all Other",225 Stanger St (outside McBryde Hall),9/23/22 1:05,Inactive
2022-00 015968,9/23/22,Public Intoxication,Research Center Dr/ Southgate,9/23/22 21:51,CBA
2022-00 015969,9/23/22,Vandalism/destruction of Property,630 Washington St SW (Pritchard Hall),9/23/22 22:06,Inactive
2022-00 015994,9/24/22,Public Intoxication/Underage Possession of Alcohol,530 Washington St SW (O'Shaughnessy),9/24/2022 58,Inactive; Referred to Student Conduct
2022-00 016000,9/24/22,Fake ID,Washington St / South Main St,9/24/22 1:30,Inactive; Referred to Student Conduct
2022-00 016001,9/24/22,Vandalism/destruction of Property,410 Washington St SW (Miles Hall),9/24/22 0:00,Inactive
,,,,,
2022-00,9/24/22,Vandalism/destruction of Property,410 Washington St SW (Miles,9/24/22 0:00,Inactive
016002 2022-00,9/25/22,Tamper with Property,Hall) 630 Washington St SW,9/25/22 0:35,Inactive
016074 2022-00,9/25/22,Public Intoxication/Fake ID X 2,(Pritchard Hall) 140 Otey St,9/25/22 1:45,CBA
016078 2022-00,9/25/22,Tamper with Property,201 Ag Quad Ln  (Slusher,9/25/22 3:52,CBA
016086 2022-00,9/25/22,Vandalism/destruction of Property,Hall) 530 Washington St SW,9/25/22 2:00,Inactive
016110 2022-00,9/25/22,"Larceny, Theft from Building",(O'Shaughnessy) 180 Kent St (Vawter Hall),9/25/22 2:00,Inactive
016118 2022-00,9/26/22,"Larceny, all Other",200 College Ave (outside,9/24/22 19:30,Inactive
016144 2022909,9/3/22,Underage Possession of Alcohol,Theater 101) 630 Washington St SW,9/2/22,Inactive: Referred: by
6 2022938,9/9/22,Underage Possession of Alcohol X 2,(Pritchard Hall) 770 Washington St (Cochrane,9/9/22,Student Conduct Inactive: Referred: by
5 2022-00,9/27/22,"Larceny, all Other",Hall) 185 Kent St (outside CID,9/24/2022 20,Student Conduct Inactive
016203 2022-00,9/28/22,Underage Possession of Alcohol,Bldg) 240 Kent St (Whitehurst Hall),9/27/22 16:00,Inactive: Referred to
016216 2022-00,9/28/22,"Larceny, theft from Building",620 Drillfield Dr (Torgersen,09/25/2022- 20:00,Student Conduct Active
016253 2022-00,9/28/22,Vandalism/destruction of Property,Hall) 300 Turner St (North End,9/28/22 9/27/22 06:45,Inactive
016266 2022-00,9/28/22,Extortion by Threat,Center Garage) 720 Washington St SW,09/27/2022- 23:30,Active
016284 2022-00,9/28/22,Computer Fraud,(West AJ) 800 Washington St SW,9/28/22 8/24/22,Active
16288,,,(Student Services Building),,
,,,,,
2022-00 016297,9/28/22,Sex Offense/Rape,201 Ag Quad Lane (Slusher Wing),09/22/2022- 9/23/22 19:30,Inactive: Referred to Title IX
2022938 5,9/9/22,Underage Possession of Alcohol,770 Washington St (Cochrane Hall),9/9/22,Inactive: Referred: by Student Conduct
2022944 1,9/10/22,Underage Possession of Alcohol,720 Washington St SW (West AJ),9/10/22,Inactive: Referred: by Student Conduct
2022940 3,9/10/22,Underage Possession of Alcohol,570 Washington St SW (Hoge Hall),9/10/22,Inactive: Referred: by Student Conduct
2022-00 016331,9/29/22,Vandalism/destruction of Property,290 College Ave (Squires Student Center,09/27/2022- 9/28/22 13:00,Active
2022-00 016335,9/29/22,"Larceny, theft from Building",630 Washington St SW (Pritchard Hall),09/12/2022- 9/22/22 08:00,Inactive
2022-00 016358,9/29/22,"Larceny, theft from Building/Vandalism/ destruction of Property",1040 Drillfield Dr (Davidson Hall),08/20/2022- 9/29/22 08:00,Inactive
2022-00 016366,9/29/22,Trespassing,201 Ag Quad Ln (Slusher Hall),9/29/22 17:44,CBA
2023026 1,9/23/22,Underage Possession of Alcohol,630 Washington St SW (Pritchard Hall),9/22/22,Inactive: Referred: by Student Conduct
2023032 0,9/23/22,Underage Possession of Alcohol,630 Washington St SW (Pritchard Hall),9/23/22,Inactive: Referred: by Student Conduct
,,,MONTHLY CRIME LOG: OCTOBER 2022,,
2022947,9/11/22,Underage Possession of Alcohol X 2,201 Ag Quad Ln (Slusher,(s) 9/11/22,Inactive: Referred by
2 2023037,9/25/22,Underage Possession of Alcohol,Tower) 300 Drillfield Dr (Campbell,9/25/22,Student Conduct Inactive: Referred by
2 2022848,8/20/22,Underage Possession of Alcohol,Main) 630 Washington St SW,8/20/22,Student Conduct Inactive: Referred by
2 2023037,9/25/22,Underage Possession of Alcohol,(Pritchard Hall) 300 Drillfield Dr (Campbell,9/25/22,Student Conduct Inactive: Referred by
2 2022-00,9/22/22,Fake ID,Main) 185 Beamer Way (Lane,9/22/22 22:00,Student Conduct Inactive: Referred to
016404 2022-00,9/22/22,Assault,Stadium) 530 Washington St SW,9/22/22 20:22,Student Conduct Inactive
016425 2022-00,9/30/22,Underage Possession of Alcohol,(O'Shaughnessy Hall) 630 Washington St SW,9/30/22 21:18,Inactive: Referred to
016432 2022-00,9/30/22,Underage Possession of Alcohol,(Pritchard Hall) 630 Washington St SW,9/30/22 21:34,Student Conduct Inactive: Referred to
016433 2022-00,9/30/22,Underage Possession of Alcohol X 2,(Pritchard Hall) 630 Washington St SW,9/30/22 22:55,Student Conduct Inactive: Referred to
016444 2022-00,10/1/22,Underge Possession of Alcohol,(Pritchard Hall) 201 Ag Quad Ln (Slusher,10/1/22 1:10,Student Conduct Inactive: Referred to
016460 2022-00,10/1/22,Public Intoxication / Underage Possession of,Tower) 300 Drillfield Dr (Campbell,10/1/22 2:33,Student Conduct Inactive: Referred to
016466 2022-00,10/1/22,Alcohol Public Intoxication,Main) Clay St SE / S Main St,10/1/22 2:42,Student Conduct Assisted BPF w/CBA
16467,,,,,
,,,,,
2022-00 016513,10/1/22,Public Intoxication / Underage Possession of Alcohol,185 Kent St (outside CID Bldg),10/2/2022 28,Inactive: Referred to Student Conduct
2022-00 016514,10/2/22,Underage Possession of Alcohol,530 Washington St SW (O'Shaughnessy Hall),10/2/2022 53,Inactive: Referred to Student Conduct
2022-00 016515,10/2/22,Public Intoxication,290 College Ave (near Media Bldg),10/2/22 1:10,CBA
2022-00 016521,10/2/22,Public Intoxication,290 College Ave,10/2/22 1:53,CBA
2022-00 016548,10/2/22,Fake ID,150 Kent St (Owens Hall),10/2/22 10:15,Inactive: Referred to Student Conduct
2022-00 016549,10/2/22,"Larceny, theft from Building",895 Washington St SW (McComas Hall),10/1/22 20:00,Inactive
2022-00 016573,10/2/22,"Larceny, all Other",630 Washington St SW (Pritchard Hall),09/29/2022- 9/30/22 17:00,Inactive/Unfounded
2022-00 016613,10/3/22,"Larceny, all Other / Vandalism/destruction of Property)",800 Drillfield Dr (in front of Burruss Hall),09/30/2022- 10/3/22 07:30,Inactive
2022-00 016647,10/4/22,Assault,630 Washington St SW (Pritchard Hall),9/23/22 0:00,Inactive
2022940 3,9/10/22,Underage Possession of Alcohol,570 Washington St SW (Hoge Hall),9/10/22,Inactive: Referred by Student Conduct
2022-00 016684,10/4/22,Fraud via Internet,225 Stanger St (McBryde Hall),10/3/22 6:23,Active
2022-00 016685,10/4/22,Sex Offense/Rape,570 Washington St SW (Hoge Hall),10/2/22 13:00,Inactive: Referred by Title IX
2022940 3,9/10/22,Underage Possession of Alcohol,570 Washington St SW (Hoge Hall),9/10/22,Inactive: Referred by Student Conduct
2022985 5,9/18/22,Underage Possession of Alcohol,570 Washington St SW (Hoge Hall),9/17/22,Inactive: Referred by Student Conduct
2023062 9,9/29/22,Underage Possession of Alcohol X 2,201 Ag Quad Ln (Slusher Hall),9/28/22,Inactive: Referred by Student Conduct
,,,,,
2022-00,10/6/22,Public Intoxication,130 Jackson St NW (Blue,10/6/22 1:02,Assisted BPF w/CBA
016814 2022913,9/5/22,Underage Possession of Alcohol,Ridge Axe Throwing) 720 Washington St SW (West,9/5/22,Inactive: Referred by
0 2022994,9/20/22,Underage Possession of Alcohol,AJ) 201 Ag Quad Ln (Slusher,9/19/22,Student Conduct Inactive: Referred by
5 2023062,9/29/22,Underage Possession of Alcohol,Wing) 570 Washington St SW (Hoge,9/28/22,Student Conduct Inactive: Referred by
9 2023071,10/1/22,Underage Possession of Alcohol X 4,Hall) 720 Washington St SW (West,9/30/22,Student Conduct Inactive: Referred by
5 2022-00,10/6/22,Fake ID,AJ) 675 Washington St,10/6/22 22:47,Student Conduct CBA
016874 2022-00,10/6/22,Fake ID/Underage Possession of Alcohol,201 Ag Quad Ln (Slusher,10/6/22 23:12,Inactive: Referred to
016877 2022-00,10/7/22,Vandalism/destruction of Property,Wing) 720 Washington St SW (West,10/7/2022 39,Student Conduct Inactive: Referred to
