Ca Number,Incident Type,Date/Time Occurred,Date/Time Reported,Location,Disposition
MP 24-704809,Hit and Run-Property Damage,4/23/24 10:00,4/25/24,501 Washington Ave ,Reported
MP 24-107726,Hit and Run with Injury,4/24/24 16:40,4/25/24,15th Ave  & 5th St ,Reported
UM 24-108827,Trespass,04/25/2024 0956,4/25/24,269 19th Ave S,
UM 24-108981,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/21/2024 0100,4/25/24,21 11th Ave ,Inactive
UM 24-109022,Theft from Building,04/25/2024 1323,4/25/24,500 Harvard St ,
UM 24-109168,Mysterious Disappearance,04/19/2024 1500,4/25/24,418 21st Ave S,Inactive
UM 24-109202,Theft from Person / Assault,04/25/2024 1649,4/25/24,1900 University Ave ,
UM 24-109205,Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Accident Injury Report,04/25/2024 1654,4/25/24,4th St  / 11th Ave ,Closed
UM 24-108401,Driving After Revocation,04/24/2024 2045,4/25/24,8th St  / 13th Ave ,Closed
UM 24-107401,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/23/2024 2227,4/24/24,2009 University Ave ,
UM 24-108057,Trespass,04/24/2024 1600,4/24/24,321 19th Ave S,Closed
UM 24-108166,Driving After Revocation,04/24/2024 1720,4/24/24,300 Block 25th Ave ,Closed
UM 24-108335,Theft,04/24/2024 1800,4/24/24,1609 University Ave ,
UM 24-108376,Driving After Revocation,04/24/2024 2016,4/24/24,Riverside Ave / 20th Ave S,Closed
UM 24-108414,Trespass,04/24/2024 2102,4/24/24,412 22nd Ave S,Closed
UM 24-107476,Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Accident Damage Report,04/24/2024 0032,4/24/24,University Ave  / 17th Ave,Closed
UM 24-106971,Other Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Theft,04/22/2024 2100,4/23/24,207 Church St ,Active
UM 24-107179,Bike Theft,04/21/2024 1800,4/23/24,1260 Fifield Ave,Inactive
UM 24-106607,Trespass,04/23/2024 0621,4/23/24,84 Church St ,Closed
MP 24-102769,Terroristic Threats,4/19/24 15:30,4/23/24,2312 6th St S,Reported
MP 24-704591,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,4/19/24 2:30,4/23/24,323 10th Ave ,Reported
MP 24-704572,Theft,4/17/24 21:00,4/23/24,1101 University Ave ,Reported
MP 24-704673,Hit and Run-Property Damage,4/20/24 20:33,4/23/24,15th Ave  & 5th St ,Reported
MP 24-103704,Hit and Run-Property Damage,4/20/24 13:57,4/23/24,2001 University Ave ,Reported
UM 24-106555,Stolen Property Offen,04/23/2024 0216,4/23/24,University Ave  / Bedford St,
UM 24-106522,Warrant,04/23/2024 0056,4/23/24,25th Ave  / University Ave,Arrest
UM 24-105611,Crisis Intervention / U of Force,04/22/2024 0823,4/22/24,219 Oak St ,Closed
UM 24-105748,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/21/2024 2100,4/22/24,21 11th Ave ,Closed
UM 24-105900,Theft / Damage to Property,04/21/2024 2200,4/22/24,1015 Esx St ,
UM 24-106258,Careless Driving,04/22/2024 1927,4/22/24,5th Ave  / 8th St ,Closed
UM 24-106482,Trespass,04/22/2024 2349,4/22/24,615 Washington Ave ,Closed
UM 24-105644,Recovered Vehicle,04/22/2024 0903,4/22/24,1201 Brook Ave ,
UM 24-105757,Theft,04/21/2024 1800,4/22/24,614 Delaware St ,
UM 24-105817,Bike Theft,04/22/2024 0800,4/22/24,1298 Fifield Place,Closed
UM 24-104308,Warrant,04/20/2024 2355,4/21/24,4th St  / Oak St ,Arrest
UM 24-104428,Driving After Revocation / No Proof of Insurance,04/21/2024 0221,4/21/24,University Ave  / 10th Ave,Closed
UM 24-104512,Terroristic Threats,04/21/2024 0311,4/21/24,500 Harvard St ,
UM 24-105034,Driving After Cancellation,04/21/2024 1652,4/21/24,4th St  /18th Ave ,Closed
UM 24-105059,Warrant,04/21/2024 1711,4/21/24,2700 University Ave ,Arrest
UM 24-104794,Miscellaneous,04/20/2024 2230,4/21/24,615 Washington Ave ,Closed
UM 24-105247,Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Accident Damage Report,04/21/2024 2002,4/21/24,10th Ave  / University Ave,Closed
UM 24-103322,Warrant,04/20/2024 0142,4/20/24,300 19th Ave S,Arrest
UM 24-103394,Warrant,04/20/2024 0322,4/20/24,216 Pillsbury Dr ,Arrest
UM 24-103521,Driving After Revocation,04/20/2024 0940,4/20/24,5th St  / 14th Ave ,Closed
UM 24-103544,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/19/2024 1400,4/20/24,1301 University Ave ,Inactive
UM 24-103575,Auto Theft,04/18/2024 1945,4/20/24,12th Ave  / University Ave,Inactive
UM 24-103726,Auto Theft,04/20/2024 0706,4/20/24,1024 27th Ave ,Inactive
UM 24-103826,Warrant,04/20/2024 1621,4/20/24,15th Ave  / University Ave,Arrest
UM 24-103890,Impound Abandoned Vehicle,04/20/2024 1710,4/20/24,East River Pkwy / Delaware St,Closed
UM 24-103980,Auto Theft,04/20/2024 1832,4/20/24,10th Ave  / 4th St ,Inactive
UM 24-104175,Warrant,04/20/2024 2143,4/20/24,4th St  / Malcolm Ave ,Arrest
UM 24-104184,Miscellaneous,04/20/2024 2151,4/20/24,500 Harvard St ,Closed
UM 24-102537,Bike Theft,04/19/2024 0920,4/19/24,117 Pleasant St ,Inactive
UM 24-102573,Theft from Building / Trespass / Warrant,04/19/2024 1345,4/19/24,615 Washington Ave ,Arrest
UM 24-102748,Trespass / Missing Person,04/19/2024 1648,4/19/24,300 19th Ave S,Closed
UM 24-102783,Theft by Swindle,04/19/2024 1700,4/19/24,505 Washington Ave ,Inactive
UM 24-102798,Theft from Building,04/09/2024 0900,4/19/24,930 University Ave ,Inactive
UM 24-102864,Driving After Revocation,04/19/2024 1807,4/19/24,4th St  / 15th Ave ,Closed
UM 24-103049,Parking Violation,04/19/2024 2104,4/19/24,1458 Cleveland Ave N,Closed
UM 24-103051,Driving After Revocation,04/19/2024 2105,4/19/24,11th Ave  / University Ave,Closed
UM 24-103188,Posss Fal DL / Consumption of Liquor by Minor,04/19/2024 2312,4/19/24,9 Pleasant St ,Closed
UM 24-101079,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/16/2024 1615,4/18/24,1018 University Ave ,Closed
UM 24-101927,Driving While Intoxicated-Refusal / Motor Vehicle Accident,04/19/2024 0123,4/19/24,17th Ave  / 4th St ,
UM 24-101971,Trespass / Warrant,04/19/2024 0302,4/19/24,390 29th Ave ,Arrest
UM 24-101159,Damage to Property,04/17/2024 1900,4/18/24,598 15th Ave ,
UM 24-101280,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/08/2024 1415,4/18/24,1625 4th St ,Inactive
UM 24-101710,Warrant,04/18/2024 2041,4/18/24,551 Washington Ave ,Arrest
UM 24-101787,Narcotic Violation / Trespass / Warrant,04/18/2024 2205,4/18/24,390 29th Ave ,
UM 24-101788,Theft from Building,04/18/2024 2120,4/18/24,210 Delaware St ,
TC24-036,Stalking,,4/18/24,Coffey Hall,Reported
TC24-037,Simple Assault,4/4/2024 1630,4/18/24,500 block of 14th Ave,Reported
TC24-038,Simple Assault,24-Mar,4/18/24,Bailey Hall,Reported
TC24-039,Stalking,,4/18/24,Electronic,Reported
UM 24-100043,Obstruct Legal Process / U of Force,04/17/2024 1035,4/17/24,128 Pleasant St ,
UM 24-100326,Damage to Property,04/13/2024 1925,4/17/24,390 29th Ave ,
UM 24-100368,Theft from Building,04/17/2024 1550,4/17/24,300 Washington Ave ,Inactive
UM 24-100823,Hit/Run with Injury,04/17/2024 2239,4/17/24,11th Ave  / 4th St ,
UM 24-099810,Trespass,04/17/2024 0036,4/17/24,300 19th Ave S,Closed
UM 24-099055,Crisis Intervention,04/16/2024 0811,4/16/24,616 Washington Ave ,Closed
UM 24-099566,Trespass,04/16/2024 1843,4/16/24,229 19th Ave S,Closed
UM 24-099592,Trespass,04/16/2024 1913,4/16/24,1926 University Ave ,Closed
UM 24-099665,Recovered Property,04/16/2024 2051,4/16/24,11th Ave  / 7th St ,
UM 24-099638,Crisis Intervention,04/16/2024 2012,4/16/24,701 Fulton St ,Closed
UM 24-098910,Hit/Run Property Damage,04/16/2024 0038,4/16/24,1458 Cleveland Ave N,
UM 24-098363,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/13/2024 2300,4/15/24,501 Washington Ave ,Inactive
UM 24-098153,Miscellaneous,01/01/2023 0001,4/15/24,1815 4th St ,Closed
UM 24-098195,Theft,04/14/2024 2140,4/15/24,412 22nd Ave S,
UM 24-098581,Auto Theft / Tamper with Fail to Stop / No Valid DL / No Insurance on Motor Vehicle / Flee Officer on Foot / Warrant,04/15/2024 1749,4/15/24,5th Ave  / 2nd St ,
UM 24-098829,Recovered Property,04/15/2024 2218,4/15/24,501 Washington Ave ,Closed
UM 24-098019,Recovered Property,04/13/2024 0635,4/15/24,207 Church St ,Closed
UM 24-097878,Driving While Intoxicated,04/15/2024 0108,4/15/24,18th Ave  / University Ave,
UM 24-096416,Warrant,04/13/2024 1839,4/14/24,13th Ave  / 5th St ,Arrest
UM 24-096740,Driving After Suspension / No Insurance,04/13/2024 2259,4/14/24,University Ave  / 25th Ave,Closed
UM 24-096837,Assault,04/14/2024 0028,4/14/24,2001 University Ave ,Inactive
UM 24-097009,Burglary of Business,04/14/2024 0426,4/14/24,2175 Larpenteur Ave W,Inactive
UM 24-097190,Damage to Property-Graffitti,04/13/2024 2330,4/14/24,1725 University Ave ,
UM 24-097219,Warrant,04/14/2024 1139,4/14/24,116 Church St ,Arrest
UM 24-097357,Auto Theft,04/14/2024 1145,4/14/24,317 17th Ave ,Inactive
UM 24-097678,Uncured Business,04/14/2024 2015,4/14/24,1745 Cleveland Ave N,Closed
UM 24-097744,Health Welfare Hold,04/14/2024 2140,4/14/24,229 19th Ave S,Closed
UM 24-095656,No Valid Driver's Licen,04/13/2024 0103,4/13/24,Washington Ave  / Huron Blvd,Closed
UM 24-095693,Careless Driving,04/13/2024 0157,4/13/24,4th St  / 12th Ave ,Closed
UM 24-096195,Parking Violation,04/13/2024 1602,4/13/24,Buford Ave / Eckles Ave,Closed
UM 24-096426,Driving After Suspension,04/13/2024 1850,4/13/24,University Ave  / 14th Ave,Closed
UM 24-096662,Driving After Revocation,04/13/2024 2200,4/13/24,Washington Ave  / Huron Blvd Blvd,Closed
UM 24-094530,Trespass,04/12/2024 0318,4/12/24,207 Church St ,Arrest
UM 24-094601,Theft from Building,04/12/2024 0130,4/12/24,614 Delaware St ,Inactive
UM 24-094728,Mysterious Disappearance,04/10/2024 1000,4/12/24,515 Delaware St ,Closed
UM 24-094729,Trespass,04/12/2024 1023,4/12/24,123 Harvard St ,Closed
UM 24-094809,Damage to Property,04/03/2024 2221,4/12/24,222 Pleasant St ,
UM 24-094844,Recovered Property,04/12/2024 1256,4/12/24,Malcolm Ave  / 5th St ,Closed
UM 24-094906,Damage to Property-Graffitti,04/10/2024 1409,4/12/24,2218 University Ave ,
UM 24-095399,Warrant,04/12/2024 2100,4/12/24,Huron Blvd  / Fulton St ,Arrest
UM 24-095515,No Valid Driver's Licen,04/12/2024 2237,4/12/24,Oak St  / Washington Ave,Closed
UM 24-095575,Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Accident Injury Report,04/12/2024 2338,4/12/24,University Ave  / 35W Frontage Rd,Closed
UM 24-095598,Auto Theft,04/12/2024 1500,4/12/24,601 Delaware St ,
MP 24-093717,Criminal xual Conduct-Rape,03/30/2024  2300,4/11/24,Ontario St  / Delaware St ,
UM 24-093951,Theft from Building,03/19/2024 1000,4/11/24,883 29th Ave ,Inactive
UM 24-093556,Fail to Stop / Driving After Suspension,04/11/2024 0332,4/11/24,5th St  / Malcolm Ave ,Closed
UM 24-093718,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/08/2024 0630,4/11/24,2010 6th St ,Inactive
UM 24-093983,Theft From Building,04/09/2024 1700,4/11/24,207 Church St ,Inactive
UM 24-094238,Theft by Swindle,04/10/2024 1340,4/11/24,1024 27th Ave ,
UM 24-094255,Warrant,04/11/2024 1941,4/11/24,225 19th Ave S,Closed
UM 24-094367,Miscellaneous,04/11/2024 2207,4/11/24,1458 Cleveland Av N,
MP 24-704091,Theft,3/12/24 19:00,4/11/24,210 Delaware St ,Reported
UM 24-093557,Warrant,04/11/2024 0332,4/11/24,2001 Bloomington Ave,Arrest
UM 24-093559,Non-Vehicular Accident,04/11/2024 0339,4/11/24,4th St S / 20th Ave S,Closed
UM 24-092490,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/08/2024 0800,4/10/24,1122 University Ave ,Inactive
UM 24-092771,Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Accident Injury Report,04/10/2024 1252,4/10/24,4th St  / 11th Ave ,Closed
UM 24-093044,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/10/2024 1000,4/10/24,300 19th Ave S,Inactive
UM 24-093287,Bike Theft,04/10/2024 1630,4/10/24,1900 University Ave ,
UM 24-093383,Hit/Run Property Damage,04/10/2024 2225,4/10/24,1115 4th St ,
UM 24-092371,Warrant,04/10/2024 0012,4/10/24,4th St  / I35W Bridge,Arrest
UM 24-092452,Driving After Revocation,04/10/2024 0401,4/10/24,University Ave W / Raymond Ave,Closed
UM 24-092242,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/09/2024 2002,4/9/24,501 Washington Ave ,Inactive
UM 24-092232,Warrant,04/09/2024 2112,4/9/24,400 21st Ave S,Arrest
UM 24-091963,Warrant,04/09/2024 1617,4/9/24,Oak St  / Washington Ave,Arrest
UM 24-092018,Flee Officer on Foot,04/09/2024 1708,4/9/24,215 Oak St ,
UM 24-092028,Domestic Assault,04/09/2024 1530,4/9/24,220 Yudof / Delaware St ,
UM 24-092318,Uncured Business,04/09/2024 2259,4/9/24,29th Ave  / Como Ave ,Closed
UM 24-091393,Trespass / Warrant,04/08/2024 2207,4/8/24,412 22nd Ave S,Closed
UM 24-091034,Burglary of Business / Shoplift / Trespass,04/08/2024 1432,4/8/24,269 19th Ave S,
UM 24-091149,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle / Damage to Motor Vehicle,04/08/2024 0730,4/8/24,401 Oak St ,Inactive
UM 24-091309,Warrant,04/08/2024 2009,4/8/24,551 Washington Ave ,Arrest
UM 24-091444,Warrant,04/08/2024 2337,4/8/24,9 Pleasant St ,Arrest
MP 24-88879,Other Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Theft,4/6/24 22:00,4/8/24,2229 University Ave ,Reported
MP 24-704020,Theft,4/6/24 12:24,4/8/24,University Ave  & 17th Ave,Reported
MP 24-704007,Hit and Run Property Damage,4/5/24 19:30,4/8/24,University Ave  & 10th Ave,Reported
MP 24-87738,Auto Theft,4/5/24 1:00,4/8/24,14th Ave  & 7th St ,Reported
UM 24-089768,Trespass,04/07/2024 0224,4/7/24,300 19th Ave S,Closed
UM 24-090091,Damage to Property,04/06/2024 1200,4/7/24,269 19th Ave S,
UM 24-090183,Trespass,04/07/2024 1538,4/7/24,300 Washington Ave ,Closed
UM 24-090333,Trespass,04/07/2024 1822,4/7/24,111 Church St ,Closed
UM 24-090520,Criminal Vehicular Operation / Fail to Stop / No Valid DL / No Insurance on Motor Vehicle ,04/07/2024 2332,4/7/24,1912 5th St ,
UM 24-089621,Recovered Property ,04/06/2024 2300,4/6/24,117 Portalnd Ave,Closed
UM 24-088566,DWI-Refu / Obstruct Legal Process / Driving After Suspension,04/06/2024 0017,4/6/24,4th St ,
UM 24-088893,Burglary of Dwelling,04/06/2024 0400,4/6/24,614 Delaware St ,
UM 24-088935,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/04/2024 0400,4/6/24,1021 29th Ave ,Inactive
UM 24-089216,Obstruct Legal Process / Traffic Law,04/06/2024 1646,4/6/24,525 Huron Blvd ,Closed
UM 24-089344,Health Welfare Hold,04/06/2024 1824,4/6/24,22nd Ave  / Como Ave ,Closed
UM 24-089652,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/06/2024 2242,4/6/24,21 11th Ave ,Inactive
UM 24-088414,No Insurance in Fail to Stop / No Valid DL / No Insurance on Motor Vehicle / No Valid Driver's Licen,04/05/2024 2158,4/5/24,4th St  / Oak St ,Closed
UM 24-087589,Other Improvid Weapon / Trespass /Warrant,04/05/2024 0800,4/5/24,225 19th Ave S,Arrest
UM 24-087706,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/03/2024 2030,4/5/24,315 11th Ave ,Inactive
UM 24-087858,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,03/15/2024 0000,4/5/24,21 11th Ave ,Inactive
UM 24-088078,Trespass / Warrant,04/05/2024 1705,4/5/24,300 Washington Ave ,Arrest
UM 24-088212,Uncured Business,04/05/2024 1833,4/5/24,2901 Talmage Ave ,Closed
UM 24-088214,Warrant,04/05/2024 1836,4/5/24,551 Washington Ave ,Arrest
UM 24-088482,Driving After Revocation,04/05/2024 2252,4/5/24,River Pkwy E / University Ave,Closed
UM 24-088515,Warrant,04/05/2024 2317,4/5/24,10th Ave ,Arrest
UM 24-087374,Posssion of Stolen Fail to Stop / No Valid DL / No Insurance on Motor Vehicle / U of Force / Recovered Vehicle,04/04/2024 2337,4/5/24,Oak St  / Fulton St ,
UM 24-087410,Trespass,04/05/2024 0022,4/5/24,390 29th Ave ,Closed
UM 24-087431,Trespass,04/05/2024 0107,4/5/24,300 19th Ave S,Closed
UM 24-087475,Health Welfare Hold,04/05/2024 0229,4/5/24,1212 4th St ,Closed
UM 24-087501,Flee Police in Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/05/2024 0341,4/5/24,2nd Ave ,Closed
UM 24-086437,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/04/2024 0115,4/4/24,1021 29th Ave ,
UM 24-083708,Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Accident Damage Report,03/27/2024 1700,4/4/24,385 River Pkwy E,
UM 24-086597,Damage to Property,04/03/2024 1030,4/4/24,526 Delaware St ,Inactive
UM 24-086845,Warrant,04/04/2024 1514,4/4/24,275 Cedar Ave S,Arrest
UM 24-086992,Trespass / Warrant,04/04/2024 1727,4/4/24,615 Washington Ave ,Arrest
UM 24-087232,Trespass / Warrant,04/04/2024 2105,4/4/24,615 Washington Ave ,Arrest
UM 24-086667,Theft from Building,04/01/2024 1300,4/4/24,207 Church St ,Inactive
UM 24-086724,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/03/2024 1315,4/4/24,2302 6th St ,Inactive
UM 24-086898,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/04/2024 0900,4/4/24,2125 5th St S,Inactive
MP 24-86632,Theft of Fail to Stop / No Valid DL / No Insurance on Motor Vehicle Parts,4/1/24 11:20,4/5/24,2450 Riverside Ave S,Reported
MP 24-703712,Damage to Property,3/11/24 15:30,4/5/24,2450 Riverside Ave S,Reported
MP 24-703714,Damage to Property,3/24/24 21:00,4/5/24,2450 Riverside Ave S,Reported
MP 24-703800,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,4/1/24 18:15,4/5/24,500 Harvard St ,Reported
MP 24-703762,Bike Theft,3/27/24 16:30,4/5/24,615 Fulton St ,Reported
MP 24-703848,Hit and Run-Property Damage,4/3/24 7:30,4/5/24,Fulton St  & Huron Blvd ,Reported
MP 24-703699,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,3/20/24 10:05,4/5/24,1501 University Ave ,Reported
UM 24-086354,Flee Police in Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/04/2024 0119,4/4/24,615 Fulton St ,Closed
UM 24-086355,Driving After Revocation,04/04/2024 0125,4/4/24,East River Pkwy / Frankin Ave,Closed
UM 24-086437,Damage to Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/04/2024 0115,4/4/24,1021 29th Ave ,
UM 24-085720,Assault,04/03/2024 1404,4/3/24,1829 University Ave ,
UM 24-085894,Driving After Revocation,04/03/2024 1703,4/3/24,500 Block 14th Ave ,Closed
UM 24-085963,Non-Vehicular Accident,04/03/2024 1747,4/3/24,224 Church St ,Closed
UM 24-086243,Warrant,04/03/2024 2244,4/3/24,275 Cedar Ave S,Arrest
UM 24-085701,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/02/2024 1200,4/2/24,1024 27th Ave ,Inactive
TC24-034,Liquor Law Violation x2,03/28/2024 0900,3/28/24,Territorial Hall,Disciplinary Referral
TC24-035,Drug Law Violations x5,03/29/2027 2105,3/29/24,Middlebrook Hall,Disciplinary Referral
TC24-035,Liquor Law Violation,03/29/2027 2105,3/29/24,Middlebrook Hall,Disciplinary Referral
UM 24-085261,Warrant,04/03/2024 0126,4/3/24,354 E River Pkwy,Arrest
UM 24-084551,Stalking,11/01/2023 1200,4/2/24,505 Washington Ave ,Closed
UM 24-084557,Miscellaneous,03/21/2024 1900,4/2/24,412 22nd Ave S,Closed
UM 24-084662,Burglary of Business,04/01/2024 1100,4/2/24,75 East River Rd,
UM 24-084754,Parking Violation,04/02/2024 1410,4/2/24,6445 16th Ave ,Closed
UM 24-084782,Bike Theft,04/02/2024 1130,4/2/24,111 Church St ,Inactive
UM 24-084935,Auto Theft / Damage to Property,04/02/2024 1400,4/2/24,1808 4th St ,Inactive
UM 24-084964,Health Welfare Hold,04/02/2024 1805,4/2/24,1 Washington Ave ,Closed
UM 24-084998,Miscellaneous,04/02/2024 1800,4/2/24,500 Harvard St ,
UM 24-085069,Damage to Property,04/02/2024 1953,4/2/24,615 Washington Ave ,
UM 24-085091,Disorderly Conduct,04/02/2024 2114,4/2/24,4th St  / 14th Ave ,Arrest
UM 24-085143,Damage to Property,04/02/2024 2220,4/2/24,310 15th Ave ,Inactive
MP 24-84173,Terroristic Threats,4/1/24 20:56,4/1/24,302 15th Ave ,Reported
UM 24-083542,Burglary of Business,03/29/2024 1200,4/1/24,72 Pleasant St ,Inactive
UM 24-083605,Damage to Property,03/29/2024 1700,4/1/24,717 Delaware St ,Inactive
UM 24-083677,Burglary of Business,04/01/2024 1220,4/1/24,225 19th Ave S,Inactive
UM 24-083796,Bike Theft,04/01/2024 1503,4/1/24,206 Church St ,Inactive
UM 24-083809,Burglary of Business,03/27/2024 1900,4/1/24,271 19th Ave S,Inactive
UM 24-083845,Mysterious Disappearance,03/27/2024 0000,4/1/24,1926 University Ave ,Closed
UM 24-083937,Theft from Fail to Stop / No Valid DL / No Insurance on Motor Vehicle,04/01/2024 1711,4/1/24,326 17th Ave ,Inactive
UM 24-084121,Crisis Intervention,04/01/2024 1949,4/1/24,1 Washington Ave ,Closed
UM 24-084198,Bike Theft,03/27/2024 1600,4/1/24,615 Fulton St ,Inactive
TC24-030,Liquor Law Violation,3/15/24 23:00,3/20/24,Radius Apartments,Disciplinary Referral
TC24-031,Liquor Law Violation x7,3/16/2024 1115,3/19/24,Middlebrook Hall,Disciplinary Referral
TC24-032,Drug Law Violations x2,03/24/2024 2300,3/24/24,17th Avenue Residence Hall,Disciplinary Referral
